Business ID,Accreditation No.,Business Name,CDE,TDC,PDC,TOTAL,Organization Address,Organization Types,Validity,Status,Region
DS-22-0135672,DS-2021-00054-04,ALERT DRIVING ACADEMY CO - CAINTA,0,46,58,104,"2ND FLOOR ROBINSONS PLACE, Santo Domingo, CAINTA, RIZAL, 1900",Driving School - Main Office,06/04/2026,Active,Region IV-A
DS-22-0213499,DS-2021-00063-04,XAVIER TECHNICAL TRAINING CENTER CORP.,0,48,56,104,"4965 ME NATIONAL HIGHWAY, Canlalay, CITY OF BIÑAN, LAGUNA, 4024",Driving School - Main Office,09/04/2026,Active,Region IV-A
DS-23-0223316,DS-2021-00071-04,DAVAS DRIVING SCHOOL,40,80,80,200,"UNIT 364 SM LUCENA,DALAHICAN ROAD, Ibabang Dupay, LUCENA CITY (Capital), QUEZON, 4301",Driving School - Main Office,10/10/2026,Active,Region IV-A
DS-23-0237215,DS-2022-00020-04,NADINES A-Z DRIVING ACADEMY - SAN PEDRO,0,48,56,104,"3F ROBINSONS SOUTH GALERIA, Nueva, CITY OF SAN PEDRO, LAGUNA, 4023",Driving School - Main Office,07/03/2026,Active,Region IV-A
DS-23-0242816,DS-2022-00010-07,AYL DRIVING SCHOOL,40,40,40,120,"2ND FLOOR D&M BLDG RIZAL ST., West Poblacion, CITY OF NAGA, CEBU, 6037",Driving School - Main Office,06/20/2026,Active,Region IV-A
DS-23-0242856,DS-2020-00008-07,TL MABUHAY DRIVING LESSON ACADEMY INC - LAPU-LAPU,0,48,56,104,"2F LEMCO BLDG ML QUEZON ST. SEABREEZE, Pusok, LAPU-LAPU CITY (OPON), CEBU, 6015",Driving School - Main Office,08/04/2026,Active,Region IV-A
DS-23-0245030,DS-2020-00045-04,WOW DRIVING SCHOOL - INFANTA,40,80,80,200,"PUROK ROSAL, Pulo, INFANTA, QUEZON, 4336",Driving School - Main Office,05/24/2026,Active,Region IV-A
DS-23-0245031,DS-2021-00023-04,SEVENTH GEAR DRIVING SCHOOL,0,48,56,104,"1900 NATIONAL HIGHWAY, San Antonio, SAN PASCUAL, BATANGAS, 4204",Driving School - Main Office,03/10/2027,Active,Region IV-A
DS-23-0245097,DS-2022-00012-04,PHILIPPINE NATIONAL DRIVING ACADEMY INC.,40,48,56,200,"AREZA TOWN CENTER, Canlalay, CITY OF BIÑAN, LAGUNA, 4024",Driving School - Main Office,05/29/2026,Active,Region IV-A
DS-23-0245122,DS-2020-00074-04,GENERATION ONE RESOURCE SERVICE AND MULTIPURPOSE COOPERATIVE DRIVING SCHOOL [30 DAYS PREVENTIVE SUSPENSION 02/26/2026 TO 03/28/2026],40,80,80,200,"PAN-PHILIPPINE HIGHWAY, Santa Anastacia, SANTO TOMAS, BATANGAS, 4234",Driving School - Main Office,10/03/2026,Active,Region IV-A
DS-23-0245131,DS-2021-00013-04,I DRIVE DRIVING SCHOOL - ANTIPOLO,40,80,80,200,"SITIO ANGAO C. LAWIS EXT., San Isidro (Pob.), CITY OF ANTIPOLO, RIZAL, 1870",Driving School - Main Office,12/18/2027,Active,Region IV-A
DS-23-0245135,DS-2020-00023-06,TL MABUHAY DRIVING LESSON ACADEMY INC (PONTEVEDRA),40,80,80,200,"RIZAL, Barangay III (Pob.), PONTEVEDRA, NEGROS OCCIDENTAL, 6105",Driving School - Main Office,07/23/2026,Active,Region IV-A
DS-23-0245149,DS-2021-00072-04,EZ AUTO MOTORCYCLE DRIVING SCHOOL - LUCENA,40,80,80,200,"70 QUEZON AVENUE, Barangay 11 (Pob.), LUCENA CITY (Capital), QUEZON, 4301",Driving School - Main Office,10/10/2026,Active,Region IV-A
DS-23-0245171,DS-2020-00019-04,JOHNWADE AUTOMOBILE DRIVING SCHOOL,0,48,56,104,"JADS BUILDING LTO COMPOUND NEW PUBLIC MARKET, Tagpos, BINANGONAN, RIZAL, 1940",Driving School - Main Office,05/08/2026,Active,Region IV-A
DS-23-0245176,DS-2020-00089-04,HILLSTONE DRIVING ACADEMY,0,80,40,120,"PUROK 3, Namunga, ROSARIO, BATANGAS, 4225",Driving School - Main Office,10/03/2026,Active,Region IV-A
DS-23-0245198,DS-2020-00101-04,MMSU DRIVING SCHOOL,0,194,210,404,"TBM BLDG. 2 NATIONAL HI-WAY, Canlalay, CITY OF BIÑAN, LAGUNA, 4024",Driving School - Main Office,12/03/2026,Active,Region IV-A
DS-23-0245202,DS-2020-00084-04,"R AND R SKILLS TRAINING CENTER, INC",40,80,80,200,"-, Bayongon, SAMPALOC, QUEZON, 4329",Driving School - Main Office,11/07/2026,Active,Region IV-A
DS-23-0245225,DS-2020-00099-04,NIFTYLINK DRIVING SCHOOL,0,80,40,120,"005 T. CLAUDIO ST PAGLABAS, San Pedro (Pob.), MORONG, RIZAL, 1960",Driving School - Main Office,11/27/2026,Active,Region IV-A
DS-23-0245248,DS-2021-00083-04,"SUCCESS TECHNICAL AND VOCATIONAL SCHOOL, INC",40,80,80,200,"GOMEZ ST, Barangay 3 (Pob.), LUCENA CITY (Capital), QUEZON, 4301",Driving School - Main Office,12/03/2026,Active,Region IV-A
DS-23-0245253,DS-2022-00005-04,KUYA WHEELS DRIVING SCHOOL,40,80,80,200,"2ND FLOOR JRJ. BLDG. A OLD NATIONAL HI-WAY, Nueva, CITY OF SAN PEDRO, LAGUNA, 4023",Driving School - Main Office,03/15/2026,Expired,Region IV-A
DS-23-0245266,DS-2021-00066-04,L2DRIVE ACADEMY,40,160,80,240,"GEN. MALVAR AVE., Santiago, SANTO TOMAS, BATANGAS, 4234",Driving School - Main Office,07/26/2026,Active,Region IV-A
DS-23-0245269,20190421ALTDRV20461,TESDA PROVINCIAL TRAINING CENTER - PALIPARAN,0,48,56,104,"MOLINO PALIPARAN ROAD, Paliparan II, CITY OF DASMARIÑAS, CAVITE, 4114",Driving School - Main Office,02/22/2028,Active,Region IV-A
DS-23-0245293,DS-2021-00021-04,PROTECTION DRIVING SCHOOL,40,80,80,200,"LOPEZ, Canculajao, CATANAUAN, QUEZON, 4311",Driving School - Main Office,04/24/2027,Active,Region IV-A
DS-23-0245299,TC-2021-00001-04,IDRIVE DRIVING SCHOOL NAIC,0,48,56,104,"3RD FLOOR BIGALBAL BLDG., Timalan Balsahan, NAIC, CAVITE, 4110",Driving School - Main Office,10/11/2023,Expired,Region IV-A
DS-23-0245300,DS-2021-00080-04,AMAZING GRACE DRIVING ACADEMY INC,40,80,80,200,"JP LAUREL ST, Barangay 11 (Pob.), NASUGBU, BATANGAS, 4231",Driving School - Main Office,11/24/2024,Expired,Region IV-A
DS-23-0245306,DS-2021-00076-04,NIFTYLINK DRIVING SCHOOL,0,48,56,104,"G- COMPLEX SITIO LUBIGAN SAMPALOC RD, Plaza Aldea (Pob.), TANAY, RIZAL, 1980",Driving School - Main Office,10/11/2023,Expired,Region IV-A
DS-23-0245311,DS-2021-00020-04,AUTOZONE DRIVING SCHOOL INC,40,160,80,240,"NATIONAL HIGHWAY, Nueva, CITY OF SAN PEDRO, LAGUNA, 4023",Driving School - Main Office,04/07/2027,Active,Region IV-A
DS-23-0245313,DS-2021-00084-04,RAKKK DRIVING SCHOOL,40,80,80,200,"AMERICA ST, Panikihan, GUMACA, QUEZON, 4307",Driving School - Main Office,03/15/2026,Expired,Region IV-A
DS-23-0245322,DS-2021-00002-04,ABC DRIVING SCHOOL,0,96,56,152,"7425,AGUINALDO HIGHWAY, Habay II, BACOOR CITY, CAVITE, 4102",Driving School - Main Office,12/09/2026,Active,Region IV-A
DS-23-0245324,DS-2020-00091-04,NELCHU DRIVING ACADEMY TAGAYTAY,0,96,56,152,"4140 GEN. EMILIO AGUINALDO MENDEZ CROSSING, Kaybagal East, TAGAYTAY CITY, CAVITE, 4120",Driving School - Main Office,11/12/2026,Active,Region IV-A
DS-23-0245328,DS-2020-00077-04,CLASS A DRIVING ACADEMY INC,0,48,56,104,"9018 EPZA DIVERSION ROAD, Magdalo (Putol), KAWIT, CAVITE, 4104",Driving School - Main Office,10/15/2026,Active,Region IV-A
DS-23-0246164,DS-2021-00026-05,ALPHATECH SKILLS INSTITUTE AND DRIVING ACADEMY,40,80,80,200,"701 RIZAL ST, Bgy. 33 - PNR-PeÃ±aranda St.-Iraya (Pob.), LEGAZPI CITY (Capital), ALBAY, 4500",Driving School - Main Office,04/15/2023,Expired,Region IV-A
DS-23-0248296,DS-2024-00017-09,LB HABIBA DRIVING SCHOOL,0,57,147,204,"QUEZON BLVD, Maganda, CITY OF LAMITAN, BASILAN, 7302",Driving School - Main Office,12/20/2026,Active,Region IV-A
DS-23-0252334,DS-2021-00002-15,SHILOH ARPRA TECHNICAL SCHOOL INC.,0,48,56,104,"UNIT GF-A,MARCON BLDG. CAPITOL DRIVE, Jose Rizal Pob. (Bgy. 25), BUTUAN CITY (Capital), AGUSAN DEL NORTE, 8600",Driving School - Main Office,08/23/2023,Expired,Region IV-A
DS-23-0252342,DS-2021-00009-15,HOLY CHILD COLLEGES OF BUTUAN,0,48,56,104,"2ND ST GUINGONA, Jose Rizal Pob. (Bgy. 25), BUTUAN CITY (Capital), AGUSAN DEL NORTE, 8600",Driving School - Main Office,10/06/2024,Expired,Region IV-A
DS-23-0254959,DS-2020-00096-04,MX DRIVING ACADEMY,40,80,80,200,"AGUINALDO HIGHWAY EA ARCHON BLDG #15, Sampaloc I, CITY OF DASMARIÑAS, CAVITE, 4114",Driving School - Main Office,12/11/2026,Active,Region IV-A
DS-23-0255047,DS-2022-00021-04,R5E DRIVING SCHOOL INC. - TAGAYTAY,0,48,56,104,"Â , Kaybagal South (Pob.), TAGAYTAY CITY, CAVITE, 4120",Driving School - Main Office,07/05/2026,Active,Region IV-A
DS-23-0255609,DS-2021-00073-04,ACV DRIVING SCHOOL,40,80,80,200,"MAIN UNIT B 2F ARICAYOS BLDG, Sanja Mayor, TANZA, CAVITE, 4108",Driving School - Main Office,03/15/2026,Expired,Region IV-A
DS-23-0256575,DS20210005804,VERMBV DRIVING INSTITUTE,40,160,80,240,"MAHARLIKA HIGHWAY, Sampaloc 2, SARIAYA, QUEZON, 4322",Driving School - Main Office,06/20/2026,Active,Region IV-A
DS-23-0256630,DS20210003604,MSS DRIVING SCHOOL CORP. - DASMA,0,160,80,240,"ANTVEL BLDG. AGUINALDO HIGHWAY, Zone I (Pob.), CITY OF DASMARIÑAS, CAVITE, 4114",Driving School - Main Office,05/22/2027,Active,Region IV-A
DS-23-0256657,DS-2021-00029-04,MSS DRIVING SCHOOL CORP. - CANDELARIA,0,96,56,152,"DRIVERSTOP BLDG., MAHARLIKA HIGHWAY, Bukal Sur, CANDELARIA, QUEZON, 4323",Driving School - Main Office,03/20/2027,Active,Region IV-A
DS-23-0256667,DS20200003104,MSS DRIVING SCHOOL CORP. - LUCENA,0,48,56,104,"1251 TOPAZ ST. PLEASANTVILLE, Ilayang Iyam, LUCENA CITY (Capital), QUEZON, 4301",Driving School - Main Office,05/10/2026,Active,Region IV-A
DS-23-0256680,DS20200007204,MSS DRIVING SCHOOL CORP. - GUMACA,0,80,40,120,"-, Panikihan, GUMACA, QUEZON, 4307",Driving School - Main Office,11/08/2026,Active,Region IV-A
DS-23-0256698,DS20210005104,MSS DRIVING SCHOOL CORP. - ALABAT,40,160,80,240,"GENERAL LUNA, Barangay 5 (Pob.), ALABAT, QUEZON, 4333",Driving School - Main Office,05/10/2026,Active,Region IV-A
DS-23-0257348,DS20210008304,SUCCESS TECHNICAL AND VOCATIONAL SCHOOL INC,0,48,56,104,"GOMEZ STREET, Barangay 3 (Pob.), LUCENA CITY (Capital), QUEZON, 4301",Driving School - Main Office,12/01/2023,Expired,Region IV-A
DS-23-0257765,DS-2022-00009-04,CRUZEDAL TRAINING AND ASSESMENT CENTER INC,40,48,56,200,"-, San Nicolas, SAN PABLO CITY, LAGUNA, 4000",Driving School - Main Office,04/23/2026,Expired,Region IV-A
DS-23-0258030,R04-23-005805,TEAMACES DRIVING ACADEMY - PILA,40,48,56,200,"JP RIZAL ST, Santa Clara Norte (Pob.), PILA, LAGUNA, 4010",Driving School - Main Office,03/17/2027,Active,Region IV-A
DS-23-0258178,DS-2020-00080-04,TOP DRIVE DRIVING INSTITUTE,0,120,120,240,"NATIONAL HIGHWAY, Kumintang Ibaba, BATANGAS CITY (Capital), BATANGAS, 4200",Driving School - Main Office,11/04/2026,Active,Region IV-A
DS-23-0258196,DS20210008104,I-SUMMIT DRIVING ACADEMY,40,80,80,200,"DIVERSION ROAD, Gulang-gulang, LUCENA CITY (Capital), QUEZON, 4301",Driving School - Main Office,10/11/2024,Expired,Region IV-A
DS-23-0258203,DS-2021-00015-04,PHILTECH INSTITUTE OF ARTS AND TECHNOLOGY INC.,40,80,80,200,"M.L. QUEZON ST., San Diego, GUMACA, QUEZON, 4307",Driving School - Main Office,02/17/2025,Expired,Region IV-A
DS-23-0258283,DS-2020-00087-04,RAINBOW DRIVING SCHOOL,40,80,80,200,"2570 NATIONAL ROAD, Poblacion, SAN PASCUAL, BATANGAS, 4204",Driving School - Main Office,11/18/2026,Active,Region IV-A
DS-23-0258339,DS-2021-00034-04,TOPSPEED DRIVING SCHOOL,40,160,120,320,"DAWIS ST., Poblacion 11, TAAL, BATANGAS, 4208",Driving School - Main Office,03/07/2027,Active,Region IV-A
DS-23-0258376,DS-2021-00039-04,ALPHA LAGUNA DRIVING ACADEMY CALAMBA,0,96,56,152,"3RD FLR JULITA 1 BL 06, Barangay 1 (Pob.), CITY OF CALAMBA, LAGUNA, 4027",Driving School - Main Office,05/30/2027,Active,Region IV-A
DS-23-0258406,DS-2021-00006-04,A2Z DRIVING SCHOOL - TAGAYTAY,40,80,40,120,"MAHOGANY MARKET, Kaybagal South (Pob.), TAGAYTAY CITY, CAVITE, 4120",Driving School - Main Office,12/10/2026,Active,Region IV-A
DS-23-0258407,DS2021-00076-04,LLERAMON DRIVING SCHOOL- CABUYAO,0,48,56,104,"PUROK 3 PRINCE VILLAGE, Barangay Dos (Pob.), CABUYAO CITY, LAGUNA, 4025",Driving School - Main Office,09/26/2026,Active,Region IV-A
DS-23-0258430,DS-2021-00024-04,ROAD MASTER 8 DRIVING SCHOOL,0,46,58,104,"NATIONAL HIGHWAY, Santa Clara Sur (Pob.), PILA, LAGUNA, 4010",Driving School - Main Office,04/16/2027,Active,Region IV-A
DS-23-0258432,DS-2021-00062-04,ONE25 DRIVING SCHOOL - MONTALBAN,40,160,80,240,"2F DLM BLDG.,KASIGLAHAN VILLAGE, San Jose, RODRIGUEZ (MONTALBAN), RIZAL, 1860",Driving School - Main Office,08/07/2026,Active,Region IV-A
DS-23-0258446,DS2021-00068-04,TECHNO DRIVING ACADEMY,40,80,80,200,"2NDFLOOR GENBER BLDG NATIONAL HIGHWAY, Nueva, CITY OF SAN PEDRO, LAGUNA, 4023",Driving School - Main Office,09/06/2024,Expired,Region IV-A
DS-23-0258463,DS-2021-00027-04,NEWSTAR DRIVING ACADEMY,40,160,80,240,"30 QUEZON AVE., COR. RAVANZO ST., Barangay 11 (Pob.), LUCENA CITY (Capital), QUEZON, 4301",Driving School - Main Office,03/27/2027,Active,Region IV-A
DS-23-0258556,DS-2022-00008-04,VERGE DRIVING SCHOOL,0,558,168,726,"1ST FLOOR, LTO MONTALBAN COMPLEX,MAYON AVE., San Jose, RODRIGUEZ (MONTALBAN), RIZAL, 1860",Driving School - Main Office,03/21/2026,Expired,Region IV-A
DS-23-0258628,DS-2020-00098-04,DRAYBER AT AKO DRIVING SCHOOL,40,80,80,200,"NATIONAL ROAD, Canlalay, CITY OF BIÑAN, LAGUNA, 4024",Driving School - Main Office,12/12/2026,Active,Region IV-A
DS-23-0258695,DS-2021-00044-04,AR23 DRIVING SCHOOL,0,800,80,880,"KM32 NATIONAL HIGHWAY, ATIENZA, COMP., Nueva, CITY OF SAN PEDRO, LAGUNA, 4023",Driving School - Main Office,05/02/2026,Active,Region IV-A
DS-23-0258759,DS-2022-00017-04,GLAPPS DRIVING ACADEMY - STO TOMAS,40,80,80,200,"2ND FLOOR CF BULIDING, Barangay II (Pob.), SANTO TOMAS, BATANGAS, 4234",Driving School - Main Office,08/01/2023,Expired,Region IV-A
DS-23-0258768,DS-2021-00030-04,EZ AUTO MOTORCYCLE DRIVING SCHOOL PILA,0,48,56,104,"N/A,PUROK 4, Santa Clara Sur (Pob.), PILA, LAGUNA, 4010",Driving School - Main Office,03/17/2027,Active,Region IV-A
DS-23-0258835,DS-2021-00016-04,GOLD KEY DRIVING SCHOOL - ANTIPOLO,0,48,56,104,"P. OLIVEROS STREET, San Roque (Pob.), CITY OF ANTIPOLO, RIZAL, 1870",Driving School - Main Office,04/15/2027,Active,Region IV-A
DS-23-0258841,DS-2021-00003-04,AUTOGEAR DRIVING SCHOOL,40,120,120,280,"JP LAUREL HIGHWAY, Kumintang Ilaya, BATANGAS CITY (Capital), BATANGAS, 4200",Driving School - Main Office,11/28/2026,Active,Region IV-A
DS-23-0259056,DS-2021-00075-04,A1-DRIVING CO INC - SAN PEDRO,40,80,80,200,"ROBINSON GALLERIA SOUTH,N/A, Nueva, CITY OF SAN PEDRO, LAGUNA, 4023",Driving School - Main Office,09/25/2026,Active,Region IV-A
DS-23-0259120,DS-2021-00057-04,BRILLIANT DRIVING TRAINING CENTER INC.,0,48,56,104,"488 J.P. LAUREL HIGHWAY, Santiago, MALVAR, BATANGAS, 4233",Driving School - Main Office,06/26/2026,Active,Region IV-A
DS-23-0259136,DS-2021-00037-04,ISOLDI DRIVING SCHOOL,0,95,85,180,"3RD FLOOR CONWELL BUILDING, Daang Amaya I, TANZA, CAVITE, 4108",Driving School - Main Office,05/13/2027,Active,Region IV-A
DS-23-0259211,DS-2020-00097-04,A1C DRIVING ACADEMY,40,40,40,120,"-, San Antonio, CITY OF BIÑAN, LAGUNA, 4024",Driving School - Main Office,12/17/2023,Expired,Region IV-A
DS-23-0259231,DS-2021-00031-04,E-DRIVE LEARNING CENTER,0,48,56,104,"MACARIA BUSINESS CENTER GOVERNOR DRIVE CARMONA, Mabuhay, CARMONA, CAVITE, 4116",Driving School - Main Office,03/06/2027,Active,Region IV-A
DS-23-0259243,DS-2021-00041-04,ALL BEYOND WHEELS INC,120,40,40,200,"NIA ROAD, Malagasang II-C, IMUS CITY, CAVITE, 4103",Driving School - Main Office,05/13/2027,Active,Region IV-A
DS-23-0259411,DS-2021-00056-04,MSSB DRIVING INSTITUTE - BIÑAN,0,96,56,152,"CALTEX NATIONAL ROAD, Canlalay, CITY OF BIÑAN, LAGUNA, 4024",Driving School - Main Office,05/08/2027,Active,Region IV-A
DS-23-0259484,DS-2021-00050-04,MC1 DRIVING ACADEMY,40,120,120,280,"ILLUSTRE AVE, Palanas, LEMERY, BATANGAS, 4209",Driving School - Main Office,06/23/2022,Expired,Region IV-A
DS-23-0259738,TC-2022-00001-11,TOP GEAR DRIVING INSTITUTE - DEP TC,40,40,40,120,"QUEZON STREET, Poblacion, MALITA, DAVAO OCCIDENTAL, 8012",Driving School - Main Office,03/03/2024,Expired,Region IV-A
DS-23-0259777,DS-2021-00068-04,TECHNO DEVELOPMENT CENTER OF THE PHL AND DRIVING ACAD,40,80,80,200,"2ND FLR. GENBER BLDG., Nueva, CITY OF SAN PEDRO, LAGUNA, 4023",Driving School - Main Office,09/04/2026,Active,Region IV-A
DS-23-0259823,DS-2021-00068-O4,TECHNO DEVELOPMENT CENTER OF THE PHIL,40,80,80,200,"2ND FLR. GENBER BLDG., Nueva, CITY OF SAN PEDRO, LAGUNA, 4023",Driving School - Main Office,09/04/2026,Active,Region IV-A
DS-23-0260202,DS-2021-00018-04,RPM DRIVERS TRAINING CENTER CORPORATION,40,40,40,120,"B1 L3 OLYMPIA AVE., San Vicente, CITY OF SAN PEDRO, LAGUNA, 4023",Driving School - Main Office,02/27/2025,Expired,Region IV-A
DS-23-0260562,DS-2022-00001-04,DRIVESAFE TRAINING CENTER INC.,40,40,40,120,"2ND FL. VINCE BLDG KM31 NATIONAL HIGHWAY, Landayan, CITY OF SAN PEDRO, LAGUNA, 4023",Driving School - Main Office,02/03/2024,Expired,Region IV-A
DS-23-0264108,R04-23-005945,LTO LIPA DO DEC,40,48,56,200,"OLAN'S PLACE, Marauoy, LIPA CITY, BATANGAS, 4217",Driving School - Main Office,04/11/2029,Active,Region IV-A
DS-23-0265518,DS-2021-00005-08,TL MABUHAY DRIVING LESSON ACADEMY INC. - CATARMAN,40,48,56,200,"J.P. RIZAL, Sampaguita (Pob.), CATARMAN (Capital), NORTHERN SAMAR, 6400",Driving School - Main Office,05/11/2026,Active,Region IV-A
DS-23-0280150,DS-2022-00003-04,AIA DRIVING ACADEMY,40,80,80,200,"GRAIA BUILDING I REVILLA BUSINESS PARK, AGUINALDO HIGHWAY,, Habay II, BACOOR CITY, CAVITE, 4102",Driving School - Main Office,03/15/2026,Expired,Region IV-A
DS-23-0284676,DS-2021-00017-04,CAREER TRAINING AND EDUCATIONAL RESOURCES OF QUEZON INC.,40,80,80,200,"DE CLARO ST., Pinagtalleran, CALAUAG, QUEZON, 4318",Driving School - Main Office,02/19/2025,Expired,Region IV-A
DS-23-0326053,DS-2023-00001-04,SAN AUGUSTO DRIVING SCHOOL,40,160,80,240,"2092 SM CITY TANZA,  A. SORIANO HIGHWAY, Amaya II, TANZA, CAVITE, 4108",Driving School - Main Office,05/29/2026,Active,Region IV-A
DS-23-0335618,DS-2023-00002-04,TOP DRIVE DRIVING INSTITUTE CO.,0,80,40,120,"YCP BUSINESS CENTER, J.P. LAUREL HIGHWAY, Balintawak, LIPA CITY, BATANGAS, 4217",Driving School - Main Office,04/29/2026,Active,Region IV-A
DS-24-0357201,DS-2023-00004-04,"A1 DRIVING ACADEMY, INC. - BIÑAN",40,80,80,200,"#53 NATIONAL HIGHWAY, San Vicente, CITY OF BIÑAN, LAGUNA, 4024",Driving School - Main Office,06/10/2026,Active,Region IV-A
DS-24-0367826,DS-2024-00001-04B,ALCOAN DRIVING PALAWAN CORP. - TALAPICHI,40,80,80,200,"TALAPICHI BLDG., RIZAL AVENUE, Tagumpay (Pob.), PUERTO PRINCESA CITY (Capital), PALAWAN, 5300",Driving School - Main Office,03/15/2026,Expired,Region IV-A
DS-24-0378313,DS-2024-00002-04A,MASTER DRIVING SCHOOL CORP. - SAN MATEO,40,80,80,200,"101 GENERAL LUNA ST., Ampid I, SAN MATEO, RIZAL, 1850",Driving School - Main Office,04/04/2026,Expired,Region IV-A
DS-24-0378830,DS-2024-00001-04A,SKILLSTECH BATANGAS TRAINING AND ASSESSMENT CENTER CORP.,40,80,80,200,"NATIONAL HIGHWAY, SITIO LAGUERTA, Barangay 1 (Pob.), CITY OF CALACA, BATANGAS, 4212",Driving School - Main Office,04/01/2026,Expired,Region IV-A
DS-24-0379498,DS-2024-00006-04A,TOP DRIVE DRIVING INSTITUTE CO. - STO. TOMAS,40,80,80,200,"#14 PUROK 1, San Miguel, SANTO TOMAS, BATANGAS, 4234",Driving School - Main Office,04/05/2026,Expired,Region IV-A
DS-24-0379504,DS-2024-00007-04A,TOP DRIVE DRIVING INSTITUTE CO. - SAN PASCUAL,40,80,80,200,"NATIONAL HIGHWAY, San Antonio, SAN PASCUAL, BATANGAS, 4204",Driving School - Main Office,04/05/2026,Expired,Region IV-A
DS-24-0380174,DS-2024-00011-04A,TEAMACES DRIVING ACADEMY INC. - LUCENA,0,46,58,104,"UNIT 9 ANGAY COMMERCIAL BLDG., DALAHICAN ROAD, Ibabang Dupay, LUCENA CITY (Capital), QUEZON, 4301",Driving School - Main Office,04/05/2026,Expired,Region IV-A
DS-24-0380175,DS-2024-00010-04A,ALPHA1 DRIVING ACADEMY - INFANTA,0,96,56,152,"PUROK SAMPAGUITA, Comon, INFANTA, QUEZON, 4336",Driving School - Main Office,04/04/2026,Expired,Region IV-A
DS-24-0380183,DS-2024-00005-04A,ALPHA LAGUNA DRIVING ACADEMY - SINILOAN,40,160,80,240,"G. REDOR ST., Pandeno, SINILOAN, LAGUNA, 4019",Driving School - Main Office,04/04/2026,Expired,Region IV-A
DS-24-0381186,DS-2024-00009-04A,NADINE'S A-Z DRIVING SCHOOL - IMUS,0,48,56,104,"3/F ROBINSONS PLACE IMUS, Tanzang Luma V, IMUS CITY, CAVITE, 4103",Driving School - Main Office,04/08/2026,Expired,Region IV-A
DS-24-0381682,DS-2024-00003-04A,MASTER PRIME HOLDINGS CORP. - BACOOR,0,90,90,180,"2ND FLR. SICI CAVITE BUSSINESS CENTER, LOT 4A AGUINALDO HI-WAY, Habay I, BACOOR CITY, CAVITE, 4102",Driving School - Main Office,04/04/2026,Expired,Region IV-A
DS-24-0383786,R09-24-011745,DEC - MOLAVE DISTRICT OFFICE,40,80,80,200,"RIZAL AVENUE, Makuguihon (Pob.), MOLAVE, ZAMBOANGA DEL SUR, 7023",Driving School - Main Office,05/23/2026,Active,Region IV-A
DS-24-0385020,DS-2024-00012-04A,SEVENTHGEAR TECHNICAL TRAINING CENTER INC. - DEL PILAR,40,48,56,200,"--, Del Pilar, SAN PASCUAL, BATANGAS, 4204",Driving School - Main Office,04/05/2026,Expired,Region IV-A
DS-24-0386397,DS-2024-00001-07,NORTHSIDE DRIVING SCHOOL - LILOAN,40,160,80,240,"PUROK SAMPAGUITA, RIZAL, Poblacion, LILOAN, CEBU, 6002",Driving School - Main Office,06/03/2026,Active,Region IV-A
DS-24-0387417,DS-2024-00013-04A,KENJUSFRANKIE DRIVING SCHOOL,40,80,80,200,"FEMAR COMMERCIAL BLDG. F. ASUNCION ST., Dela Paz (Pob.), CITY OF ANTIPOLO, RIZAL, 1870",Driving School - Main Office,04/05/2026,Expired,Region IV-A
DS-24-0387418,DS-2024-00004-04A,A1C DRIVING ACADEMY - TRECE MARTIRES,40,80,80,200,"TRECE-INDANG ROAD, Luciano (Bitangan), TRECE MARTIRES CITY (Capital), CAVITE, 4109",Driving School - Main Office,04/04/2026,Expired,Region IV-A
DS-24-0387419,DS-2024-00015-04A,I LEARN DRIVING SCHOOL - CABUYAO,0,160,80,240,"COMERCIO CENTRALE, Pulo, CABUYAO CITY, LAGUNA, 4025",Driving School - Main Office,05/29/2026,Active,Region IV-A
DS-24-0387420,DS-2024-00008-04A,R5E DRIVING SCHOOL INC. - SILANG,40,80,80,200,"GEN. E. AGUINALDO HIGHWAY, Lalaan I, SILANG, CAVITE, 4118",Driving School - Main Office,04/04/2026,Expired,Region IV-A
DS-24-0391987,DS-2024-00016-04A,MASTER DRIVING SCHOOL CORP. - BIÑAN,40,80,80,200,"RUBEN COMMERCIAL BLDG., NATIONAL HIGHWAY, San Antonio, CITY OF BIÑAN, LAGUNA, 4024",Driving School - Main Office,06/05/2026,Active,Region IV-A
DS-24-0392382,DS-2024-00018-04A,IDRIVE DRIVING SCHOOL - INDANG,40,80,80,200,"172 GREGORIO ST., Barangay 2 (Pob.), INDANG, CAVITE, 4122",Driving School - Main Office,06/07/2026,Active,Region IV-A
DS-24-0405241,DS-2024-00005-05,A AND L DRIVING AND TECHNICAL TRAINING CENTER INC. - LEGAZPI,40,160,80,240,"2ND FLOOR NCL-BLT, RIZAL ST., Bgy. 20 - CabagÃ±an East (Pob.), LEGAZPI CITY (Capital), ALBAY, 4500",Driving School - Main Office,07/30/2026,Active,Region IV-A
DS-24-0413931,DS-2024-00020-04A,A AND L DRIVING AND TECHNICAL TRAINING CENTER INC. - SAN PABLO,0,96,56,152,"PUROK 3, DAYO COMPOUND, San Nicolas, SAN PABLO CITY, LAGUNA, 4000",Driving School - Main Office,08/29/2026,Active,Region IV-A
DS-24-0413943,DS-2024-00019-04A,STERZA DRIVING SCHOOL - GENERAL TRIAS,40,160,80,240,"2ND FLR., KACHUN BLDG., EPZA GATE 5, Bacao II, GENERAL TRIAS, CAVITE, 4107",Driving School - Main Office,08/30/2026,Active,Region IV-A
